year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1349,9,-289,7
1988,1465,9,-291,1
1989,1536,10,-258,1
1990,1246,9,-290,10
1991,1384,11,-458,4
1992,1047,8,-282,14
1993,1322,9,-422,4
1994,1390,12,-416,3
1995,1346,8,-292,3
1996,1357,9,-429,6
1997,1160,9,-355,5
1998,1055,7,-162,3
1999,1355,9,-323,6
2000,1485,8,-335,7
2001,1251,10,-193,14
2002,1270,7,-353,11
2003,1365,9,-365,10
2004,1216,11,-252,15
2005,1199,10,-333,20
2006,1367,11,-326,6
2007,1313,10,-294,4
2008,1020,6,-278,12
2009,1380,10,-314,11
2010,1564,11,-369,4
2011,1274,9,-268,13
2012,1240,9,-259,9
2013,1544,9,-261,9
2014,1100,9,-310,12
2015,1611,10,-251,5
2016,1342,10,-378,12
2016
2017,1525,10,-302,8
2018,1513,8,-248,3
2019,1279,10,-295,2
2020,1220,8,-266,7
2021,922,10,-173,12
2022,1688,12,-324,3
2023,1171,9,-501,2
2024,1552,8,-384,1
2025,1552,9,-331,3
2026,1120,7,-477,14
2027,1240,9,-411,7
2028,1504,12,-214,4
2029,1194,10,-389,8
2030,1564,9,-417,13
2031,1553,10,-249,5
2032,1534,9,-335,6
2033,1520,11,-371,9
2034,1171,7,-188,2
2035,1488,9,-435,5
2036,1248,8,-276,1
2037,1239,10,-219,3
2038,1205,8,-297,5
2039,1531,12,-290,5
2040,1522,11,-308,1
2041,1293,9,-306,9
2042,1335,10,-281,1
2043,1654,9,-279,7
2044,1633,9,-287,2
2045,1266,10,-249,5
2046,1401,9,-345,2
