year,F1,F3,M4
,label F1,label F3,label M4
1987,27,94,6
1988,19,96,7
1989,23,97,8
1990,26,107,2
1991,23,93,7
1992,24,112,8
1993,32,107,8
1994,18,108,7
1995,27,106,9
1996,16,104,5
1997,34,100,7
1998,24,100,9
1999,21,102,8
2000,25,103,5
2001,24,96,4
2002,29,105,8
2003,27,104,7
2004,23,102,7
2005,20,100,8
2006,21,98,8
2007,22,100,6
2008,27,92,8
2009,21,98,6
2010,19,101,7
2011,26,100,2
2012,24,112,8
2013,21,101,6
2014,32,102,7
2015,20,95,8
2016,18,94,8
2016
2017,22,99,8
2018,19,86,9
2019,17,102,8
2020,16,95,7
2021,20,104,6
2022,20,95,9
2023,16,107,8
2024,14,98,10
2025,18,92,7
2026,16,98,8
2027,19,101,10
2028,15,101,8
2029,19,100,9
2030,23,102,10
2031,15,102,9
2032,19,87,10
2033,27,103,8
2034,18,98,11
2035,23,87,9
2036,19,96,8
2037,19,102,9
2038,26,100,6
2039,23,101,10
2040,18,99,6
2041,12,102,10
2042,21,103,9
2043,19,105,8
2044,38,100,6
2045,14,93,9
2046,18,98,8

min,,70
max,,140
steps,,11
decimal
