year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,101,164,0
1988,81,138,0
1989,73,128,0
1990,77,137,0
1991,97,148,0
1992,88,147,0
1993,54,133,1
1994,95,152,0
1995,100,155,0
1996,96,153,0
1997,103,150,0
1998,88,144,0
1999,107,146,0
2000,90,155,0
2001,77,152,1
2002,89,144,0
2003,122,163,0
2004,93,145,0
2005,92,144,0
2006,110,155,0
2007,84,154,0
2008,88,152,0
2009,102,149,0
2010,102,156,0
2011,83,153,0
2012,103,150,1
2013,62,148,0
2014,71,127,0
2015,81,151,1
2016,88,149,0
2016
2017,99,150,0
2018,85,147,0
2019,87,141,0
2020,91,162,0
2021,64,144,0
2022,67,138,0
2023,77,154,0
2024,96,153,0
2025,81,145,1
2026,23,141,0
2027,89,146,0
2028,92,151,0
2029,63,143,1
2030,85,157,1
2031,88,143,1
2032,95,155,0
2033,99,150,1
2034,97,152,0
2035,70,141,0
2036,76,143,1
2037,73,138,0
2038,94,138,0
2039,64,151,0
2040,81,151,0
2041,88,152,0
2042,90,148,0
2043,96,147,0
2044,67,136,0
2045,93,147,0
2046,53,133,1

min,,90,0
max,,190,6
steps,,11,7
decimal
